measles,german_measles
coffee_liqueur,kahlua
ganoid,chinese_paddlefish
vice_crime,prostitution
rectifier,full-wave_rectifier
macaque,crab-eating_macaque
falcon,hobby
traffic_control,point_duty
treasonist,traitress
prose,polyphonic_prose
noisemaker,thunderer
newsperson,newswoman
spray,mist
hypertension,white-coat_hypertension
print_media,underground_press
malacostracan_crustacean,opossum_shrimp
plantation,orangery
smell,stink
van,patrol_wagon
poon,calophyllum_inophyllum
fastidiousness,squeamishness
hydroxy_acid,tartaric_acid
gas,teargas
maxim,moralism
face_veil,niqab
broadcasting,rediffusion
colonic_irrigation,high_colonic
coffee_substitute,postum
differentiation,hairsplitting
handwheel,steering_wheel
multinomial,quadratic
bandicoot,macrotis_lagotis
portrait,self-portrait
renewal,self-renewal
fat,polyunsaturated_fat
basin,tidal_basin
joist,trimmer
cryptogam,thallophyte
heavier-than-air_craft,ornithopter
sedimentary_rock,slate
car_care,oil_change
biceps,biceps_humeri
positive_identification,smart_card
purplish_red,maroon
chanting,cantillation
electricity,direct_current
naval_officer,naval_commander
patient,vaccinee
youngness,puerility
match,wrestling_match
landslip,rockslide
neckline,decolletage
hot_sauce,tabasco
elastance_unit,daraf
rhizopodan,testacean
meteorologist,weather_forecaster
clearing,whitewash
percussion,drumming
alcohol,propyl_alcohol
liver_disease,liver_cancer
englishwoman,cornishwoman
turn,bring_about
iron,short_iron
tetrachloride,perchloromethane
bowed_stringed_instrument,cello
compression,mpeg
mammalogy,primatology
microfilm,microfiche
choreography,labanotation
alimentary_tract_smear,duodenal_smear
blend,homogenisation
lore,folklore
high_command,supreme_headquarters_allied_powers_europe
etiquette,punctilio
carissa,carissa_grandiflora
bowman,longbowman
copepod,fish_louse
el_nino,el_nino_southern_oscillation
pastness,recency
chest,treasure_chest
difference,distinction
goldenrod,broad_leaved_goldenrod
facial_muscle,platysma
screamer,anhima_cornuta
bull-snake,pine_snake
immunoassay,radioimmunoassay
buckle,belt_buckle
watermeal,wolffia_columbiana
greenhouse_gas,sulfur_hexafluoride
skiing,ski_jumping
male_sibling,blood_brother
creationism,creation_science
bow_window,oriel_window
siding,weatherboarding
military_engineer,sapper
nod,nutation
flask,round-bottom_flask
freshness,crispness
prosperity,boom
semipermeable_membrane,cytomembrane
radar_echo,clutter
four_o'clock,mountain_four_o'clock
transferer,transferor
monster,boogeyman
offering,thank_offering
cloth_covering,slipcover
hypopigmentation,albinism
poison_pill,suicide_pill
buoy,spar_buoy
palaeobotany,paleodendrology
thai_monetary_unit,satang
enzyme,zymase
densitometer,microphotometer
blood_pressure,venous_pressure
inattention,distraction
master,station_agent
magpie,american_magpie
perplexity,maze
imputation,finger-pointing
garnet,rhodolite
circumstance,playing_field
basal_ganglion,striate_body
fly,red-eye
cornea,arcus_senilis
fish_species,asian_seabass
appetizingness,succulence
outfitting,refit
opaque_gem,turquoise
tribal_society,hunting_and_gathering_tribe
kitchen_utensil,tea_ball
true_toad,bufo_boreas
mute,sordino
diathermy_machine,shortwave_diathermy_machine
token,subway_token
trailer,car_carrier
machine-readable_text,hypertext
egyptian,coptic
lysis,thrombolysis
sweet_orange,valencia_orange
mane,encolure
miser,cheapskate
explosive_device,shoe_bomb
water_lily,brasenia_schreberi
lye,sodium_hydroxide
methylated_spirit,surgical_spirit
rind,cheese_rind
detachment,rearguard
olive_tree,olea_lanceolata
righteousness,rectitude
soloist,recitalist
metric_capacity_unit,cubic_kilometre
naphthol,beta-naphthol
dipole_moment,magnetic_dipole_moment
flux,transpire
breach,breach_of_duty
cod,scrod
uncommunicativeness,reticence
lobelia,great_lobelia
chronic_bronchitis,chronic_obstructive_pulmonary_disease
security_interest,conditional_sale
fence_lizard,eastern_fence_lizard
enteritis,necrotizing_enteritis
fertilized_ovum,homozygote
emission,thermal_emission
matrix,transpose
toast,rusk
standing,obscurity
opiate,tincture_of_opium
angiogram,lymphangiogram
lake,tarn
hired_help,kitchen_help
fire_department,fire_brigade
necessitarian,determinist
mucous_membrane,endometrium
hornbeam,american_hornbeam
obscurity,limbo
field,bit_field
chilean_monetary_unit,chilean_peso
xanthate,viscose
ibis,sacred_ibis
false_asphodel,scotch_asphodel
live_birth,happy_event
cartridge_belt,bandoleer
musical_instrument,stringed_instrument
physicist,charles_townes
bit_part,soubrette
proprioception,sense_of_balance
wild_ginger,asarabacca
counterculture,flower_power
nicaraguan,contra
biter,nibbler
elevation,ground_level
lightning,sheet_lighting
watering,sprinkling
breeding_ground,pesthole
pityriasis,pityriasis_rosea
shooting,wing_shooting
radioactive_iodine_test,radioactive_iodine_uptake_test
filler,stiffener
filling,flowage
plait,kick_pleat
tare,hairy_tare
nepalese_monetary_unit,nepalese_rupee
queen,queen_regent
kinglet,regulus_calendula
slack_suit,pantsuit
bronchitis,bronchiolitis
blood_brother,half_brother
rail_fence,worm_fence
mineral_water,lithia_water
webworm,loxostege_similalis
financial_gain,capital_gain
competition,contest
chuck,collet_chuck
play,promote
time_limit,limitation
noise,whoosh
scab,eschar
chlamydospore,teliospore
graduation,shading
legislative_act,special_act
goal,own_goal
type,kern
ejaculation,premature_ejaculation
hidden_reserve,cookie_jar_reserve
collapse,deflate
tack,thumbtack
reptile,subclass_diapsida
quantum_field_theory,quantum_chromodynamics
terrorist_cell,auxiliary_cell
divider,subdivider
felony,burglary
notepaper,post-it
talmudic_literature,halacha
jazz,trad
foil,tinfoil
similarity,sort
furnace,tank_furnace
emotion,veneration
house,stash_house
gumdrop,jujube
angular_distance,true_anomaly
guinea-bissau_monetary_unit,guinea-bissau_peso
salish,skagit
cup,claret_cup
andromeda,andromeda_polifolia
climbing_fern,lygodium_microphyllum
defensiveness,bunker_mentality
salesman,pitchman
conservatory,music_school
content,vital_capacity
sensitization,irritation
microbiologist,virologist
budget,balanced_budget
ranching,roundup
special_effect,stage_effect
explosive_compound,tnt
phytochemical,flavonoid
tineoid,gracilariid_moth
sergeant_first_class,orderly_sergeant
tentacle,barbel
tostada,bean_tostada
first-degree_burn,sunburn
flag_smut_fungus,urocystis_tritici
bloodleaf,beefsteak_plant
sedge,wool_grass
carelessness,unconscientiousness
aeschynanthus,aeschynanthus_radicans
spodumene,hiddenite
master's_degree,thm
christian_theology,soteriology
diplococcus,diplococcus_pneumoniae
lithotomy,cholelithotomy
sorrow,self-pity
dilution,thinning
antagonistic_muscle,antagonist
sea_nymph,siren
waterweed,dense-leaved_elodea
vulgarian,ribald
exemption,grandfather_clause
basic_cognitive_process,apperception
linguistic_relation,homonymy
contradiction,self-contradiction
blow,bluster
mercury-in-glass_thermometer,clinical_thermometer
old_norse,old_icelandic
negligee,camisole
nymph,salmacis
bacteria_species,streptococcus_anhemolyticus
animal_fancier,cat_fancier
stinkhorn,pseudocolus_fusiformis
run,rerun
capsule,lens_capsule
young_mammal,fawn
greenling,convict_fish
mental_block,writer's_block
japanese,ryukyuan
acceleration,centripetal_acceleration
salmonella,salmonella_typhosa
cutting_implement,paper_cutter
driver,waggoner
structural_member,tread
feature,drawing_card
embodiment,soul
informing,briefing
second,latter
vending_machine,automat
landing,amphibious_landing
tolerance,neutrality
patriarch,simeon
feeling,unconcern
miler,four-minute_man
health_hazard,biohazard
handloom,low-warp-loom
plot,intrigue
incapability,incapacity
army_corps,reserve_officers_training_corps
malacia,osteomalacia
corps,corps_diplomatique
colobus_monkey,colobus_guereza
mylodontid,mapinguari
courser,crocodile_bird
baking-powder_biscuit,shortcake
directive,presidential_directive
covering,upholstery
newsletter,market_letter
electronic_device,trackball
psychosurgery,callosectomy
cancellation,recission
vapor,steam
kniphofia_uvaria,kniphofia_praecox
pitch,tune
computer_code,order_code
steam,live_steam
suit,trump
tower,turret
horizon,geological_horizon
hanger,dress_hanger
roman,palatine
frock_coat,prince_albert
radiography,xeroradiography
lamina,lamina_arcus_vertebrae
covert_operation,black_operation
lox,nova_salmon
trioxide,arsenous_oxide
clay,daub
military_training,basic_training
spot,freckle
sea_bass,belted_sandfish
appeasement,mollification
filtrate,percolate
reply,non_sequitur
asian,timorese
rayon,viscose_rayon
fungus_family,geoglossaceae
metonymy,metalepsis
armchair,lounger
folding_chair,yacht_chair
brewage,spruce_beer
inflorescence,corymb
beetle,anoplophora_glabripennis
eye_condition,isometropia
electrical_converter,synchronous_converter
nonvolatile_storage,magnetic_bubble_memory
day,lunar_day
lunar_calendar,moslem_calendar
flatware,saucer
costume,rigout
baked_potato,jacket_potato
ryegrass,italian_rye
staphylococcal_infection,carbuncle
court_order,interdiction
backache,lumbago
freedom,svoboda
light_unit,luminance_unit
crash,prang
fish_steak,flitch
pioneer,frontierswoman
hammer,sledgehammer
mutant_gene,cftr
marmalade,orange_marmalade
panic_grass,panicum_texanum
sheldrake,shelduck
concentrate,frozen_orange_juice
south_american,venezuelan
plastid,chloroplast
astrocyte,protoplasmic_astrocyte
mercury-vapor_lamp,sun-ray_lamp
lymphoma,hodgkin's_disease
good_person,trouper
zebra,equus_grevyi
onion_roll,bialystoker
white_knight,white_squire
openness,patency
animal_trainer,tamer
distemper,strangles
atomic_clock,caesium_clock
file_server,non-dedicated_file_server
piece_of_material,swatch
hitch,timber_hitch
gymnospermous_yellowwood,common_yellowwood
vermouth,french_vermouth
instability,shakiness
aristolochia_clematitis,virginia_snakeroot
breakableness,friability
ginger,shell_ginger
dissociative_disorder,split_personality
capacity,unformatted_capacity
perceptibility,audibleness
wagon,water_wagon
boarding,flashboard
ill_nature,shrewishness
glans,glans_penis
swallow,martin
truck_bed,flatbed
lending,usury
avoirdupois_unit,megaton
funiculus,spermatic_cord
papule,vesicopapule
sociology,sociometry
pleasantness,afterglow
gasteromycete,calostoma_ravenelii
shrinking,miniaturization
harness_horse,hackney
insecurity,insecureness
present,commend
dipterocarp,red_lauan_tree
floor,parquet_floor
mathematical_relation,reflexiveness
lineman,tackle
conductor,waveguide
phrase,catchphrase
basketball_shot,tip_in
textile_mill,cotton_mill
cassia,horse_cassia
hair_coloring,rinse
sleeping,drowse
swiss_cheese,sapsago
grain_sorghum,sorghum_vulgare_rosburghii
ride,piggyback
water_bottle,lota
prunus_insititia,damson_plum_tree
syndrome,zollinger-ellison_syndrome
suspended_animation,anabiosis
visual_aspect,sleekness
cut_of_lamb,loin_of_lamb
community,aleut
anoxia,stagnant_anoxia
groomsman,best_man
invert_soap,cetrimide
anion,superoxide_anion
anticholinesterase,prostigmin
structure,restructure
smut,false_smut
partial_veil,cortina
plastic_bag,bin_liner
address,approach
pulse_counter,scaler
reservist,weekend_warrior
wallflower,siberian_wall_flower
beardless_iris,iris_xiphium
pulse_modulation,pulse-time_modulation
haircut,mohawk
armored_dinosaur,stegosaur_stenops
mollusk_genus,genus_spirula
asana,matsyendra
man's_clothing,stovepipe
psychotropic_agent,ataractic
reproach,blame
vowel,vowel_point
education,vocational_training
tableware,tea_service
wash,baste
animal_group,drove
astilbe,astilbe_japonica
parthenogenesis,gynogenesis
terseness,laconism
panel,dado
lepton,tauon
fertility_drug,clomiphene
electrode,control_grid
dyscrasia,blood_dyscrasia
wiring,light_circuit
nerve_plexus,plexus_celiacus
leader,torchbearer
missile,sidewinder
souffle,cheese_souffle
betrothed,fiancee
foetoprotein,alpha_foetoprotein
examinee,passer
muzzle_loader,flintlock
coreference,reflexiveness
lamination,veneering
simulation,war_game
neutron_star,pulsar
terpene,limonene
corporal_punishment,stoning
cross-fertilization,allogamy
character,unit_character
wrestling_hold,toehold
crewman,privateersman
bush_clover,sericea_lespedeza
construction,jerry-building
intonation,fixed_intonation
criminal_possession,illegal_possession
infamy,ill_fame
sports_equipment,sporting_goods
chocolate_bar,hershey_bar
subculture,psychedelia
hyperthermia,hyperpyrexia
aircrewman,flight_engineer
tie,solemnise
volcanic_glass,tachylite
database,subdata_base
mint,mentha_pulegium
bursitis,housemaid's_knee
eurocurrency,eurodollar
photometer,spectrophotometer
sago_palm,cycas_circinalis
slave,galley_slave
mallow,checkerbloom
social_policy,nativism
spanish_monetary_unit,peseta
tactical_warning,warning_of_attack
gregorian_calendar_month,dec
fearfulness,gutlessness
social_activity,mingling
polygamist,polygynist
masochism,sadomasochism
chromatography,paper_chromatography
cardinal,dean
residue,dottle
gate,departure_gate
recycling,bottle_collection
hexagram,solomon's_seal
syllable,reduplication
davallia,squirrel's-foot_fern
nut_pine,pinus_monophylla
kitchen_appliance,waffle_iron
pit,cicatrize
sampling,proportional_sampling
relative_density,vapour_density
move,alienate
rocker,rock_star
toxicity,cytotoxicity
superior,prior
membership_card,union_card
luminance_unit,foot-lambert
pilot,astrogate
sealing_material,luting
nerve_compression,nerve_entrapment
parsley,turnip-rooted_parsley
hoary_pea,wild_sweet_pea
tray,lazy_susan
growing,epitaxy
conversion,transmutation
allelomorph,recessive
gold_foil,gold_leaf
assessment,tax_assessment
transfer_tax,death_duty
fritter,corn_fritter
scrub_oak,quercus_myrtifolia
hydride,sodium_hydride
stanza,ottava_rima
pressure_suit,spacesuit
deaf_person,deaf-mute
characteristic,rurality
cap,thimble
blastomycosis,chromoblastomycosis
method,wrinkle
chemical_weapon,pepper_spray
first-aid_station,aid_station
cricket,acheta_assimilis
venture,sallying_forth
syringe,douche
system_of_weights_and_measures,united_states_customary_system
procedure,red_tape
delegate,relegate
employer,slave_driver
rim,felloe
sweet_pepper,pimento
parisian,parisienne
partiality,unfairness
good,commonweal
government_office,land_office
blues,boogie
cabal,gunpowder_plot
secret_police,gestapo
veto,pocket_veto
finery,sunday_best
election,cumulative_vote
polymorphism,dimorphism
igneous_rock,porphyritic_rock
leather,roan
x-ray_film,bitewing
surcharge,single_supplement
loom,power_loom
wax,lac_wax
time_off,day_off
vagueness,haziness
systematics,biosystematics
razor,straight_razor
patronage,nomenklatura
cold_cuts,lunch_meat
foam,foam_rubber
chicken_and_rice,arroz_con_pollo
eruption,skin_eruption
solid_body_substance,cementum
municipal_government,commission_plan
eyedrop,topical_prostaglandin_eyedrop
stir,get
organ,house_organ
bush_shrike,chlorophoneus_nigrifrons
vestment,surplice
erythroblast,sideroblast
particle_beam,ionic_beam
periwinkle,large_periwinkle
sclerotinia,brown_cup
shaper,wigmaker
interpreter,symbolizer
characterisic_function,frequency-response_curve
walnut,persian_walnut
precious_metal,silver
markup_language,html
conference_call,three-way_calling
polytheism,tritheism
bone_cell,osteocyte
shrublet,humming_bird's_trumpet
black_man,soul_brother
silver_fir,subalpine_fir
depression,click
heron,boat-billed_heron
convention,constitutional_convention
stonecrop,wall_pepper
lighting,backlighting
terrier,lhasa_apso
chef,pastry_cook
radioisotope,iodine-125
electronic_equipment,video_equipment
naval_radar,surface_search_radar
strengthener,safety_arch
genus_sagittaria,common_arrowhead
lieutenant,sublieutenant
true_lobster,cape_lobster
chasm,gulf
hyperpigmentation,suntan
unexchangeability,irreplaceableness
evil,four_horsemen
exception,caption
hypogonadism,kallman's_syndrome
commissioned_officer,supply_officer
vascular_tissue,sieve_tube
balm,balm_of_gilead
ectasia,alveolar_ectasia
personality,oral_personality
descriptive_linguistics,morphophonemics
map_projection,mercator's_projection
string,substring
secretary,undersecretary
propeller_plane,single-propeller_plane
night-blooming_cereus,selenicereus_grandiflorus
mon-khmer,mon
pine,die
protea,honeyflower
serration,sawtooth
march,frogmarch
spout,whoosh
stucco,render
protege,protegee
masturbator,wanker
conservation,mirror_symmetry
fetal_membrane,umbilical_cord
